DW_Order_Item,Order ID,Order Date,Shipping Date,Number Of Days,Delivery Fee,Shipping Mode,DW_Customer_ID,DW_Product_ID,Warehouse_ID,Quantity,Discount Percentage,Discount Amount,Amount,Customer ID,Customer Name,Segment,City-1,Valid From,Valid Until,Product ID,Category,Sub-Category,Product-Name,Unit Cost,City,Province
3160,598,16/11/2020,10/12/2020,24,121.959999084,Second Class,174,276,20,6,0.002000000,0.24,119.76,315523986,Maurice Satty,Consumer,CHATHAM,24/05/2017,,276,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",20,CHATHAM,Ontario
3161,598,16/11/2020,10/12/2020,24,121.959999084,Second Class,174,332,20,3,0,0,24.87,315523986,Maurice Satty,Consumer,CHATHAM,24/05/2017,,332,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",8.29,CHATHAM,Ontario
3162,599,29/08/2020,31/08/2020,2,19.649999619,Second Class,346,9,14,2,0.400000006,61.488,92.232,315523924,Mike Caudle,Corporate,CHATHAM,24/05/2017,,9,Technology,Accessories,"Memorex Router, Bluetooth",76.86,CHATHAM,Ontario
3163,599,29/08/2020,31/08/2020,2,19.649999619,Second Class,346,25,14,3,0.400000006,23.808,35.712,315523924,Mike Caudle,Corporate,CHATHAM,24/05/2017,,25,Technology,Accessories,"Enermax Flash Drive, Bluetooth",19.84,CHATHAM,Ontario
3164,599,29/08/2020,31/08/2020,2,19.649999619,Second Class,346,30,14,2,0.400000006,55.688,83.532,315523924,Mike Caudle,Corporate,CHATHAM,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,CHATHAM,Ontario
3165,599,29/08/2020,31/08/2020,2,19.649999619,Second Class,346,108,14,2,0.400000006,3.968,5.952,315523924,Mike Caudle,Corporate,CHATHAM,24/05/2017,,108,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack",4.96,CHATHAM,Ontario
3166,600,16/01/2018,20/01/2018,4,7.639999866,Second Class,493,359,18,6,0,0,107.76,315523685,Andrew Roberts,Consumer,CHATHAM,24/05/2017,,359,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",17.96,CHATHAM,Ontario
3167,601,21/12/2017,06/01/2018,16,0.959999979,Standard Class,520,20,4,1,0,0,48.13,315523922,Michael Chen,Consumer,CAMDEN,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,CAMDEN,Ontario
3168,602,19/01/2018,21/01/2018,2,11.819999695,Second Class,184,257,4,2,0,0,40.52,315523498,Pete Kriz,Consumer,CAMDEN,24/05/2017,,257,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",20.26,CAMDEN,Ontario
3169,602,19/01/2018,21/01/2018,2,11.819999695,Second Class,184,325,4,3,0,0,997.8,315523498,Pete Kriz,Consumer,CAMDEN,24/05/2017,,325,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",332.6,CAMDEN,Ontario
3170,603,09/08/2020,11/08/2020,2,8.909999847,Standard Class,189,6,18,2,0.400000006,21.696,32.544,315523737,Bill Stewart,Corporate,CHATHAM,24/05/2017,,6,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",27.12,CHATHAM,Ontario
3171,604,07/03/2018,28/03/2018,21,8.079999924,Standard Class,344,29,6,3,0,0,15.12,315523779,Vicky Freymann,Home Office,CHATHAM,24/05/2017,,29,Technology,Accessories,"Memorex Numeric Keypad, USB",5.04,CHATHAM,Ontario
3172,605,12/09/2020,05/10/2020,23,39.909999847,Standard Class,532,6,12,2,0,0,54.24,315523934,Monica Federle,Corporate,CHATHAM,24/05/2017,,6,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",27.12,CHATHAM,Ontario
3173,605,12/09/2020,05/10/2020,23,39.909999847,Standard Class,532,344,12,3,0,0,17.85,315523934,Monica Federle,Corporate,CHATHAM,24/05/2017,,344,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",5.95,CHATHAM,Ontario
3174,605,12/09/2020,05/10/2020,23,39.909999847,Standard Class,532,387,12,2,0,0,12.2,315523934,Monica Federle,Corporate,CHATHAM,24/05/2017,,387,Office Supplies,Binders,"Ibico Binder, Clear",6.1,CHATHAM,Ontario
3175,606,29/12/2017,11/01/2018,13,42.680000305,Standard Class,281,166,18,2,0,0,168.54,315523599,Eric Hoffmann,Consumer,CHATHAM,24/05/2017,,166,Technology,Phones,"Motorola Signal Booster, Full Size",84.27,CHATHAM,Ontario
3176,607,20/01/2020,11/02/2020,22,13.359999657,Standard Class,541,300,6,1,0.002000000,0.4685,233.7815,315523640,Justin Ellison,Corporate,CHATHAM,24/05/2017,,300,Office Supplies,Appliances,"Cuisinart Stove, Red",234.25,CHATHAM,Ontario
3177,608,25/10/2020,03/11/2020,9,55.549999237,Standard Class,544,146,18,3,0,0,114.57,315523765,Beth Thompson,Home Office,CHATHAM,24/05/2017,,146,Technology,Phones,"Motorola Headset, Full Size",38.19,CHATHAM,Ontario
3178,608,25/10/2020,03/11/2020,9,55.549999237,Standard Class,544,340,18,9,0,0,78.93,315523765,Beth Thompson,Home Office,CHATHAM,24/05/2017,,340,Office Supplies,Paper,"Eaton Memo Slips, Multicolor",8.77,CHATHAM,Ontario
3179,609,09/12/2019,07/01/2020,29,27.760000229,Standard Class,343,278,1,6,0.002000000,0.221,110.299,315523832,George Zrebassa,Corporate,CHATHAM,24/05/2017,,278,Office Supplies,Art,"BIC Canvas, Fluorescent",18.42,CHATHAM,Ontario
3180,610,08/10/2020,05/11/2020,28,93.75,Standard Class,164,26,18,7,0,0,95.76,315523918,Marc Crier,Consumer,DOVER,24/05/2017,,26,Technology,Accessories,"Belkin Flash Drive, Erganomic",13.68,DOVER,Ontario
3181,611,09/03/2021,20/03/2021,11,129.630004883,Standard Class,70,330,6,3,0,0,43.92,315523755,Patricia Hirasaki,Home Office,CHATHAM,24/05/2017,,330,Office Supplies,Paper,"Enermax Note Cards, Multicolor",14.64,CHATHAM,Ontario
3182,612,12/01/2018,17/01/2018,5,2.920000076,Second Class,262,22,18,2,0.400000006,38.304,57.456,315523955,Dario Medina,Corporate,CHATHAM,24/05/2017,,22,Technology,Accessories,"Enermax Memory Card, USB",47.88,CHATHAM,Ontario
3183,613,14/12/2017,05/01/2018,22,472.440002441,First Class,15,11,2,2,0.200000003,55.676,222.704,315523794,Craig Reiter,Consumer,ZONE,24/05/2017,,11,Technology,Accessories,"Enermax Router, Programmable",139.19,ZONE,Ontario
3184,613,14/12/2017,05/01/2018,22,472.440002441,First Class,15,13,2,3,0.200000003,41.472,165.888,315523794,Craig Reiter,Consumer,ZONE,24/05/2017,,13,Technology,Accessories,"Belkin Router, USB",69.12,ZONE,Ontario
3185,613,14/12/2017,05/01/2018,22,472.440002441,First Class,15,18,2,3,0,0,136.26,315523794,Craig Reiter,Consumer,ZONE,24/05/2017,,18,Technology,Accessories,"Memorex Memory Card, USB",45.42,ZONE,Ontario
3186,613,14/12/2017,05/01/2018,22,472.440002441,First Class,15,70,2,1,0,0,11.46,315523794,Craig Reiter,Consumer,ZONE,24/05/2017,,70,Office Supplies,Fasteners,"Advantus Clamps, Metal",11.46,ZONE,Ontario
3187,613,14/12/2017,05/01/2018,22,472.440002441,First Class,15,276,2,2,0.002000000,0.08,39.92,315523794,Craig Reiter,Consumer,ZONE,24/05/2017,,276,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",20,ZONE,Ontario
3188,613,14/12/2017,05/01/2018,22,472.440002441,First Class,15,329,2,3,0,0,30.69,315523794,Craig Reiter,Consumer,ZONE,24/05/2017,,329,Office Supplies,Paper,"Enermax Message Books, Multicolor",10.23,ZONE,Ontario
3189,613,14/12/2017,05/01/2018,22,472.440002441,First Class,15,425,2,1,0,0,208.46,315523794,Craig Reiter,Consumer,ZONE,24/05/2017,,425,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",208.46,ZONE,Ontario
3190,614,20/01/2020,05/02/2020,16,14.199999809,Standard Class,546,346,18,3,0.200000003,8.274,33.096,315523515,Alan Hwang,Consumer,CHATHAM,24/05/2017,,346,Office Supplies,Paper,"Green Bar Message Books, Multicolor",13.79,CHATHAM,Ontario
3191,615,18/04/2020,26/04/2020,8,2.470000029,Second Class,137,20,6,2,0.400000006,38.504,57.756,315523637,Jeremy Ellison,Consumer,CHATHAM,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,CHATHAM,Ontario
3192,616,05/03/2018,14/03/2018,9,116.580001831,Standard Class,223,28,2,5,0,0,80.45,315523921,Matt Connell,Corporate,CHATHAM,24/05/2017,,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,CHATHAM,Ontario
3193,616,05/03/2018,14/03/2018,9,116.580001831,Standard Class,223,90,2,5,0,0,39.05,315523921,Matt Connell,Corporate,CHATHAM,24/05/2017,,90,Office Supplies,Fasteners,"Accos Thumb Tacks, 12 Pack",7.81,CHATHAM,Ontario
3194,616,05/03/2018,14/03/2018,9,116.580001831,Standard Class,223,453,2,13,0,0,365.95,315523921,Matt Connell,Corporate,CHATHAM,24/05/2017,,453,Technology,Machines,"Epson Phone, Red",28.15,CHATHAM,Ontario
3195,617,05/01/2018,23/01/2018,18,61.209999084,Standard Class,246,208,12,5,0,0,533.75,315523551,Larry Hughes,Consumer,CAMDEN,24/05/2017,,208,Technology,Copiers,"Canon Copy Machine, Digital",106.75,CAMDEN,Ontario
3196,617,05/01/2018,23/01/2018,18,61.209999084,Standard Class,246,232,12,1,0,0,6.01,315523551,Larry Hughes,Consumer,CAMDEN,24/05/2017,,232,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",6.01,CAMDEN,Ontario
3197,617,05/01/2018,23/01/2018,18,61.209999084,Standard Class,246,254,12,5,0,0,35.15,315523551,Larry Hughes,Consumer,CAMDEN,24/05/2017,,254,Office Supplies,Art,"BIC Pens, Blue",7.03,CAMDEN,Ontario
3198,617,05/01/2018,23/01/2018,18,61.209999084,Standard Class,246,393,12,3,0,0,16.89,315523551,Larry Hughes,Consumer,CAMDEN,24/05/2017,,393,Office Supplies,Binders,"Cardinal Binder Covers, Economy",5.63,CAMDEN,Ontario
3199,617,05/01/2018,23/01/2018,18,61.209999084,Standard Class,246,437,12,3,0,0,195.57,315523551,Larry Hughes,Consumer,CAMDEN,24/05/2017,,437,Furniture,Chairs,"Harbour Creations Rocking Chair, Set of Two",65.19,CAMDEN,Ontario
3200,617,05/01/2018,23/01/2018,18,61.209999084,Standard Class,246,459,12,7,0,0,537.04,315523551,Larry Hughes,Consumer,CAMDEN,24/05/2017,,459,Office Supplies,Storage,"Eldon File Cart, Single Width",76.72,CAMDEN,Ontario
3201,618,21/12/2018,30/12/2018,9,70.150001526,Standard Class,76,27,2,1,0.400000006,8.924,13.386,315523950,Charles McCrossin,Consumer,ORFORD,24/05/2017,,27,Technology,Accessories,"Logitech Keyboard, Bluetooth",22.31,ORFORD,Quebec
3202,618,21/12/2018,30/12/2018,9,70.150001526,Standard Class,76,39,2,1,0.400000006,8.252,12.378,315523950,Charles McCrossin,Consumer,ORFORD,24/05/2017,,39,Technology,Accessories,"SanDisk Numeric Keypad, USB",20.63,ORFORD,Quebec
3203,618,21/12/2018,30/12/2018,9,70.150001526,Standard Class,76,166,2,4,0.400000006,134.832,202.248,315523950,Charles McCrossin,Consumer,ORFORD,24/05/2017,,166,Technology,Phones,"Motorola Signal Booster, Full Size",84.27,ORFORD,Quebec
3204,619,17/09/2020,08/10/2020,21,4.710000038,Standard Class,375,85,16,3,0,0,8.76,315523783,Chris Selesnick,Corporate,CAMDEN,24/05/2017,,85,Office Supplies,Fasteners,"OIC Paper Clips, Assorted Sizes",2.92,CAMDEN,Ontario
3205,619,17/09/2020,08/10/2020,21,4.710000038,Standard Class,375,378,16,3,0,0,75.66,315523783,Chris Selesnick,Corporate,CAMDEN,24/05/2017,,378,Office Supplies,Binders,"Avery Binding Machine, Durable",25.22,CAMDEN,Ontario
3206,620,03/09/2020,07/09/2020,4,30.670000076,Standard Class,499,30,2,9,0,0,626.49,315523897,Ivan Liston,Consumer,WALLACEBURG,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,WALLACEBURG,Ontario
3207,620,03/09/2020,07/09/2020,4,30.670000076,Standard Class,499,126,2,2,0,0,8.56,315523897,Ivan Liston,Consumer,WALLACEBURG,24/05/2017,,126,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",4.28,WALLACEBURG,Ontario
3208,621,07/11/2020,20/11/2020,13,3.410000086,First Class,176,17,14,2,0,0,91.66,315523835,Harold Pawlan,Home Office,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
3209,622,25/03/2018,01/04/2018,7,28.530000687,Standard Class,549,7,4,2,0.400000006,9.536,14.304,315523828,Grace Kelly,Corporate,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
3210,622,25/03/2018,01/04/2018,7,28.530000687,Standard Class,549,27,4,7,0.400000006,62.468,93.702,315523828,Grace Kelly,Corporate,CHATHAM,24/05/2017,,27,Technology,Accessories,"Logitech Keyboard, Bluetooth",22.31,CHATHAM,Ontario
3211,622,25/03/2018,01/04/2018,7,28.530000687,Standard Class,549,30,4,2,0.400000006,55.688,83.532,315523828,Grace Kelly,Corporate,CHATHAM,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,CHATHAM,Ontario
3212,622,25/03/2018,01/04/2018,7,28.530000687,Standard Class,549,89,4,6,0.400000006,16.536,24.804,315523828,Grace Kelly,Corporate,CHATHAM,24/05/2017,,89,Office Supplies,Fasteners,"Accos Thumb Tacks, Bulk Pack",6.89,CHATHAM,Ontario
3213,622,25/03/2018,01/04/2018,7,28.530000687,Standard Class,549,153,4,2,0.400000006,36.648,54.972,315523828,Grace Kelly,Corporate,CHATHAM,24/05/2017,,153,Technology,Phones,"Motorola Signal Booster, Cordless",45.81,CHATHAM,Ontario
3214,622,25/03/2018,01/04/2018,7,28.530000687,Standard Class,549,268,4,2,0.400000006,15.016,22.524,315523828,Grace Kelly,Corporate,CHATHAM,24/05/2017,,268,Office Supplies,Art,"Boston Canvas, Fluorescent",18.77,CHATHAM,Ontario
3215,622,25/03/2018,01/04/2018,7,28.530000687,Standard Class,549,366,4,8,0.400000006,13.056,19.584,315523828,Grace Kelly,Corporate,CHATHAM,24/05/2017,,366,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",4.08,CHATHAM,Ontario
3216,623,17/12/2019,07/01/2020,21,75.989997864,First Class,567,15,16,3,0.699999988,68.712,29.448,315523456,Allen Armold,Consumer,HOWARD,25/05/2018,16/06/2022,15,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",32.72,HOWARD,New Brunswick
3217,623,17/12/2019,07/01/2020,21,75.989997864,First Class,567,28,16,3,0.400000006,19.308,28.962,315523456,Allen Armold,Consumer,HOWARD,25/05/2018,16/06/2022,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,HOWARD,New Brunswick
3218,623,17/12/2019,07/01/2020,21,75.989997864,First Class,567,375,16,2,0.400000006,5.768,8.652,315523456,Allen Armold,Consumer,HOWARD,25/05/2018,16/06/2022,375,Office Supplies,Binders,"Avery Binder, Economy",7.21,HOWARD,New Brunswick
3219,623,17/12/2019,07/01/2020,21,75.989997864,First Class,567,401,16,3,0.400000006,36.912,55.368,315523456,Allen Armold,Consumer,HOWARD,25/05/2018,16/06/2022,401,Office Supplies,Binders,"Ibico Binding Machine, Clear",30.76,HOWARD,New Brunswick
3220,624,15/03/2018,06/04/2018,22,218.660003662,Standard Class,231,329,10,5,0,0,51.15,315523550,Brosina Hoffman,Consumer,CHATHAM,24/05/2017,,329,Office Supplies,Paper,"Enermax Message Books, Multicolor",10.23,CHATHAM,Ontario
3221,624,15/03/2018,06/04/2018,22,218.660003662,Standard Class,231,414,10,1,0,0,200.14,315523550,Brosina Hoffman,Consumer,CHATHAM,24/05/2017,,414,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",200.14,CHATHAM,Ontario
3222,624,15/03/2018,06/04/2018,22,218.660003662,Standard Class,231,424,10,5,0,0,122.3,315523550,Brosina Hoffman,Consumer,CHATHAM,24/05/2017,,424,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",24.46,CHATHAM,Ontario
3223,625,01/02/2020,12/02/2020,11,0.629999995,Second Class,109,18,12,1,0,0,45.42,315523748,Philip Brown,Consumer,CHATHAM,24/05/2017,,18,Technology,Accessories,"Memorex Memory Card, USB",45.42,CHATHAM,Ontario
3224,626,05/11/2020,11/11/2020,6,25.610000610,Standard Class,222,18,1,9,0,0,408.78,315523786,Chuck Sachs,Consumer,ZONE,24/05/2017,,18,Technology,Accessories,"Memorex Memory Card, USB",45.42,ZONE,Ontario
3225,627,10/03/2018,26/03/2018,16,28.180000305,Standard Class,145,324,4,9,0,0,133.2,315523800,Darrin Sayre,Home Office,CHATHAM,24/05/2017,,324,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Red",14.8,CHATHAM,Ontario
3226,628,02/03/2018,25/03/2018,23,1.399999976,Standard Class,369,271,14,4,0,0,55.6,315523650,Jennifer Halladay,Consumer,CHATHAM,24/05/2017,,271,Office Supplies,Art,"BIC Markers, Fluorescent",13.9,CHATHAM,Ontario
3227,629,21/09/2021,05/10/2021,14,7.300000191,Second Class,475,17,16,5,0.200000003,45.83,183.32,315523872,Roy Skaria,Home Office,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
3228,629,21/09/2021,05/10/2021,14,7.300000191,Second Class,475,24,16,9,0.200000003,33.264,133.056,315523872,Roy Skaria,Home Office,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
3229,629,21/09/2021,05/10/2021,14,7.300000191,Second Class,475,252,16,3,0.200000003,8.388,33.552,315523872,Roy Skaria,Home Office,CHATHAM,24/05/2017,,252,Office Supplies,Art,"BIC Sketch Pad, Fluorescent",13.98,CHATHAM,Ontario
3230,629,21/09/2021,05/10/2021,14,7.300000191,Second Class,475,384,16,2,0.200000003,2.46,9.84,315523872,Roy Skaria,Home Office,CHATHAM,24/05/2017,,384,Office Supplies,Binders,"Cardinal Binder Covers, Clear",6.15,CHATHAM,Ontario
3231,630,08/02/2020,29/02/2020,21,4.369999886,Standard Class,565,26,20,4,0,0,54.72,315523893,Tracy Poddar,Corporate,CHATHAM,24/05/2017,,26,Technology,Accessories,"Belkin Flash Drive, Erganomic",13.68,CHATHAM,Ontario
3232,631,25/08/2020,16/09/2020,22,231.589996338,Standard Class,118,8,6,10,0,0,1227.7,315523661,Saphhira Shifley,Corporate,CHATHAM,24/05/2017,,8,Technology,Accessories,"Belkin Router, Programmable",122.77,CHATHAM,Ontario
3233,631,25/08/2020,16/09/2020,22,231.589996338,Standard Class,118,52,6,2,0,0,22.48,315523661,Saphhira Shifley,Corporate,CHATHAM,24/05/2017,,52,Technology,Accessories,"SanDisk Mouse, Erganomic",11.24,CHATHAM,Ontario
3234,631,25/08/2020,16/09/2020,22,231.589996338,Standard Class,118,88,6,3,0,0,18.36,315523661,Saphhira Shifley,Corporate,CHATHAM,24/05/2017,,88,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal",6.12,CHATHAM,Ontario
3235,631,25/08/2020,16/09/2020,22,231.589996338,Standard Class,118,131,6,5,0,0,44.2,315523661,Saphhira Shifley,Corporate,CHATHAM,24/05/2017,,131,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack",8.84,CHATHAM,Ontario
3236,632,05/03/2018,19/03/2018,14,15.909999847,Standard Class,499,56,18,2,0.200000003,5.716,22.864,315523897,Ivan Liston,Consumer,WALLACEBURG,24/05/2017,,56,Technology,Accessories,"Memorex Numeric Keypad, Erganomic",14.29,WALLACEBURG,Ontario
3237,632,05/03/2018,19/03/2018,14,15.909999847,Standard Class,499,57,18,3,0.200000003,17.358,69.432,315523897,Ivan Liston,Consumer,WALLACEBURG,24/05/2017,,57,Technology,Accessories,"Belkin Keyboard, USB",28.93,WALLACEBURG,Ontario
3238,633,12/06/2019,18/06/2019,6,115.099998474,Standard Class,418,16,14,2,0,0,45.02,315523461,Scot Coram,Corporate,CHATHAM,24/05/2017,,16,Technology,Accessories,"Memorex Keyboard, USB",22.51,CHATHAM,Ontario
3239,633,12/06/2019,18/06/2019,6,115.099998474,Standard Class,418,24,14,3,0,0,55.44,315523461,Scot Coram,Corporate,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
3240,633,12/06/2019,18/06/2019,6,115.099998474,Standard Class,418,117,14,3,0,0,26.7,315523461,Scot Coram,Corporate,CHATHAM,24/05/2017,,117,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",8.9,CHATHAM,Ontario
3241,633,12/06/2019,18/06/2019,6,115.099998474,Standard Class,418,163,14,5,0,0,185.4,315523461,Scot Coram,Corporate,CHATHAM,24/05/2017,,163,Technology,Phones,"Apple Office Telephone, Full Size",37.08,CHATHAM,Ontario
3242,633,12/06/2019,18/06/2019,6,115.099998474,Standard Class,418,191,14,4,0,0,206.88,315523461,Scot Coram,Corporate,CHATHAM,24/05/2017,,191,Technology,Copiers,"Brother Personal Copier, Laser",51.72,CHATHAM,Ontario
3243,633,12/06/2019,18/06/2019,6,115.099998474,Standard Class,418,218,14,2,0,0,3.76,315523461,Scot Coram,Corporate,CHATHAM,24/05/2017,,218,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",1.88,CHATHAM,Ontario
3244,633,12/06/2019,18/06/2019,6,115.099998474,Standard Class,418,330,14,3,0,0,43.92,315523461,Scot Coram,Corporate,CHATHAM,24/05/2017,,330,Office Supplies,Paper,"Enermax Note Cards, Multicolor",14.64,CHATHAM,Ontario
3245,634,14/03/2018,06/04/2018,23,176.720001221,Second Class,254,7,4,3,0.200000003,7.152,28.608,315523814,Don Weiss,Consumer,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
3246,634,14/03/2018,06/04/2018,23,176.720001221,Second Class,254,15,4,4,0.200000003,26.176,104.704,315523814,Don Weiss,Consumer,CHATHAM,24/05/2017,,15,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",32.72,CHATHAM,Ontario
3247,634,14/03/2018,06/04/2018,23,176.720001221,Second Class,254,26,4,2,0,0,27.36,315523814,Don Weiss,Consumer,CHATHAM,24/05/2017,,26,Technology,Accessories,"Belkin Flash Drive, Erganomic",13.68,CHATHAM,Ontario
3248,634,14/03/2018,06/04/2018,23,176.720001221,Second Class,254,319,4,3,0,0,29.52,315523814,Don Weiss,Consumer,CHATHAM,24/05/2017,,319,Office Supplies,Appliances,"Cuisinart Coffee Grinder, White",9.84,CHATHAM,Ontario
3249,635,12/03/2018,17/03/2018,5,4.059999943,Standard Class,375,19,6,6,0,0,149.1,315523783,Chris Selesnick,Corporate,CAMDEN,24/05/2017,,19,Technology,Accessories,"Enermax Numeric Keypad, Erganomic",24.85,CAMDEN,Ontario
3250,636,05/10/2020,27/10/2020,22,8.670000076,Standard Class,166,186,16,3,0,0,336.27,315523711,Richard Bierner,Consumer,CHATHAM,24/05/2017,,186,Technology,Copiers,"Brother Fax Machine, Digital",112.09,CHATHAM,Ontario
3251,637,31/10/2020,12/11/2020,12,3.960000038,Standard Class,345,26,6,3,0.400000006,16.416,24.624,315523762,Zuschuss Carroll,Consumer,CHATHAM,24/05/2017,,26,Technology,Accessories,"Belkin Flash Drive, Erganomic",13.68,CHATHAM,Ontario
3252,638,19/04/2020,06/05/2020,17,14.859999657,Standard Class,145,10,12,4,0.400000006,24.752,37.128,315523800,Darrin Sayre,Home Office,CHATHAM,24/05/2017,,10,Technology,Accessories,"Belkin Flash Drive, Bluetooth",15.47,CHATHAM,Ontario
3253,638,19/04/2020,06/05/2020,17,14.859999657,Standard Class,145,376,12,3,0.200000003,10.092,40.368,315523800,Darrin Sayre,Home Office,CHATHAM,24/05/2017,,376,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",16.82,CHATHAM,Ontario
3254,639,11/03/2018,29/03/2018,18,385.980010986,Second Class,517,83,12,4,0,0,10.4,315523510,Susan Gilcrest,Corporate,CHATHAM,24/05/2017,,83,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes",2.6,CHATHAM,Ontario
3255,639,11/03/2018,29/03/2018,18,385.980010986,Second Class,517,296,12,3,0.002000000,0.2174,108.5026,315523510,Susan Gilcrest,Corporate,CHATHAM,24/05/2017,,296,Office Supplies,Appliances,"Breville Blender, Black",36.24,CHATHAM,Ontario
3256,639,11/03/2018,29/03/2018,18,385.980010986,Second Class,517,309,12,9,0.002000000,0.5269,262.9031,315523510,Susan Gilcrest,Corporate,CHATHAM,24/05/2017,,309,Office Supplies,Appliances,"Breville Coffee Grinder, Red",29.27,CHATHAM,Ontario
3257,640,22/11/2020,03/12/2020,11,16.719999313,Standard Class,497,55,14,4,0,0,303,315523493,Tim Brockman,Consumer,WALLACEBURG,24/05/2017,,55,Technology,Accessories,"Memorex Router, Erganomic",75.75,WALLACEBURG,Ontario
3258,640,22/11/2020,03/12/2020,11,16.719999313,Standard Class,497,388,14,3,0,0,17.97,315523493,Tim Brockman,Consumer,WALLACEBURG,24/05/2017,,388,Office Supplies,Binders,"Acco Binder Covers, Recycled",5.99,WALLACEBURG,Ontario
3259,641,14/09/2020,09/10/2020,25,26.930000305,First Class,263,27,16,3,0.400000006,26.772,40.158,315523458,Anna Andreadi,Consumer,CHATHAM,24/05/2017,,27,Technology,Accessories,"Logitech Keyboard, Bluetooth",22.31,CHATHAM,Ontario
3260,642,31/07/2020,06/08/2020,6,15.949999809,Standard Class,42,26,10,4,0,0,54.72,315523754,Paul Gonzalez,Consumer,CHATHAM,24/05/2017,,26,Technology,Accessories,"Belkin Flash Drive, Erganomic",13.68,CHATHAM,Ontario
3261,642,31/07/2020,06/08/2020,6,15.949999809,Standard Class,42,30,10,6,0,0,417.66,315523754,Paul Gonzalez,Consumer,CHATHAM,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,CHATHAM,Ontario
3262,642,31/07/2020,06/08/2020,6,15.949999809,Standard Class,42,108,10,2,0,0,9.92,315523754,Paul Gonzalez,Consumer,CHATHAM,24/05/2017,,108,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack",4.96,CHATHAM,Ontario
3263,643,15/02/2020,06/03/2020,20,24.409999847,Standard Class,519,151,8,7,0,0,356.79,315523801,David Smith,Corporate,CAMDEN,24/05/2017,,151,Technology,Phones,"Apple Audio Dock, with Caller ID",50.97,CAMDEN,Ontario
3264,643,15/02/2020,06/03/2020,20,24.409999847,Standard Class,519,323,8,3,0,0,130.02,315523801,David Smith,Corporate,CAMDEN,24/05/2017,,323,Office Supplies,Appliances,"Hoover Toaster, White",43.34,CAMDEN,Ontario
3265,644,19/09/2020,01/10/2020,12,9.800000191,Second Class,122,18,18,5,0.200000003,45.42,181.68,315523652,Joseph Holt,Consumer,CHATHAM,24/05/2017,,18,Technology,Accessories,"Memorex Memory Card, USB",45.42,CHATHAM,Ontario
3266,645,30/09/2020,07/10/2020,7,45.729999542,Second Class,396,2,18,6,0.5,50.7,50.7,315523764,Lisa Ryan,Corporate,DOVER,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,DOVER,Ontario
